id_client,nom,pays,ville,date_inscription,canal_acquisition
2766,Client_2766,Cameroun,Yaoundé,2024-11-05,Organic
2767,Client_2767,Sénégal,Dakar,2023-10-24,Marketplace
2768,Client_2768,Côte d’Ivoire,Bouaké,2024-03-12,Referral
2769,Client_2769,Sénégal,Thiès,2023-06-18,Ads
2770,Client_2770,Cameroun,Yaoundé,2023-03-25,Marketplace
2771,Client_2771,France,Marseille,2024-07-05,Referral
2772,Client_2772,RD Congo,Lubumbashi,2025-01-02,Organic
2773,Client_2773,Belgique,Namur,2022-09-22,Ads
2774,Client_2774,France,Toulouse,2022-07-04,Marketplace
2775,Client_2775,Côte d’Ivoire,Yamoussoukro,2022-05-10,Ads
2776,Client_2776,RD Congo,Goma,2025-01-01,Organic
2777,Client_2777,Canada,Gatineau,2023-04-15,Marketplace
2778,Client_2778,Canada,Laval,2023-11-10,Referral
2779,Client_2779,RD Congo,Lubumbashi,2022-01-28,Ads
2780,Client_2780,France,Lille,2022-07-29,Referral
2781,Client_2781,Gabon,Libreville,2022-11-18,Marketplace
2782,Client_2782,Cameroun,Douala,2023-04-17,Organic
2783,Client_2783,France,Marseille,2022-09-11,Referral
2784,Client_2784,Sénégal,Dakar,2023-07-07,Ads
2785,Client_2785,Belgique,Bruxelles,2024-10-30,Referral
2786,Client_2786,France,Paris,2022-11-07,Ads
2787,Client_2787,Sénégal,Dakar,2023-10-02,Marketplace
2788,Client_2788,Sénégal,Saint-Louis,2022-02-17,Marketplace
2789,Client_2789,Cameroun,Yaoundé,2023-02-20,Ads
2790,Client_2790,Cameroun,Bafoussam,2024-08-23,Referral
2791,Client_2791,Cameroun,Yaoundé,2022-07-10,Organic
2792,Client_2792,Sénégal,Saint-Louis,2023-07-25,Referral
2793,Client_2793,Cameroun,Bafoussam,2024-12-28,Organic
2794,Client_2794,Sénégal,Dakar,2024-10-14,Referral
2795,Client_2795,Côte d’Ivoire,Yamoussoukro,2022-08-10,Referral
2796,Client_2796,RD Congo,Kinshasa,2024-03-24,Organic
2797,Client_2797,Gabon,Port-Gentil,2024-09-03,Ads
2798,Client_2798,Cameroun,Yaoundé,2022-10-22,Ads
2799,Client_2799,Belgique,Liège,2023-03-02,Referral
2800,Client_2800,RD Congo,Kinshasa,2022-10-17,Referral
2801,Client_2801,Gabon,Libreville,2022-05-01,Referral
2802,Client_2802,Cameroun,Yaoundé,2023-09-30,Marketplace
2803,Client_2803,Canada,Montréal,2023-10-21,Referral
2804,Client_2804,France,Marseille,2023-03-05,Referral
2805,Client_2805,Gabon,Port-Gentil,2023-04-28,Marketplace
2806,Client_2806,Gabon,Port-Gentil,2024-11-19,Ads
2807,Client_2807,Belgique,Charleroi,2022-06-08,Referral
2808,Client_2808,Canada,Montréal,2022-11-28,Ads
2809,Client_2809,Canada,Québec,2024-06-15,Ads
2810,Client_2810,France,Toulouse,2024-10-11,Organic
2811,Client_2811,Gabon,Libreville,2024-05-06,Referral
2812,Client_2812,France,Marseille,2022-08-29,Referral
2813,Client_2813,Cameroun,Bafoussam,2023-07-10,Marketplace
2814,Client_2814,Côte d’Ivoire,Yamoussoukro,2022-12-06,Organic
2815,Client_2815,Cameroun,Bafoussam,2023-02-23,Marketplace
2816,Client_2816,Cameroun,Yaoundé,2024-08-05,Organic
2817,Client_2817,Côte d’Ivoire,Yamoussoukro,2022-10-05,Organic
2818,Client_2818,Gabon,Libreville,2023-10-13,Referral
2819,Client_2819,Canada,Québec,2024-08-21,Ads
2820,Client_2820,France,Marseille,2023-01-20,Organic
2821,Client_2821,Belgique,Charleroi,2023-11-09,Ads
2822,Client_2822,France,Lille,2024-08-17,Organic
2823,Client_2823,Belgique,Namur,2023-04-08,Marketplace
2824,Client_2824,France,Lyon,2023-07-17,Marketplace
2825,Client_2825,Sénégal,Saint-Louis,2023-09-19,Marketplace
2826,Client_2826,Sénégal,Thiès,2023-02-19,Ads
2827,Client_2827,Canada,Montréal,2023-03-20,Marketplace
2828,Client_2828,Canada,Laval,2022-07-29,Organic
2829,Client_2829,Sénégal,Thiès,2023-07-22,Referral
2830,Client_2830,RD Congo,Lubumbashi,2022-01-06,Organic
2831,Client_2831,RD Congo,Kinshasa,2022-10-28,Organic
2832,Client_2832,Canada,Gatineau,2022-01-01,Marketplace
2833,Client_2833,Belgique,Bruxelles,2022-10-08,Referral
2834,Client_2834,Sénégal,Saint-Louis,2024-08-24,Marketplace
2835,Client_2835,Cameroun,Bafoussam,2022-08-29,Organic
2836,Client_2836,Sénégal,Thiès,2024-02-29,Referral
2837,Client_2837,Côte d’Ivoire,Bouaké,2024-12-05,Marketplace
2838,Client_2838,Belgique,Liège,2022-12-07,Marketplace
2839,Client_2839,Canada,Gatineau,2024-06-23,Referral
2840,Client_2840,Cameroun,Bafoussam,2022-09-04,Referral
2841,Client_2841,Côte d’Ivoire,Abidjan,2022-02-21,Marketplace
2842,Client_2842,Gabon,Port-Gentil,2024-05-18,Organic
2843,Client_2843,RD Congo,Bukavu,2024-02-06,Organic
2844,Client_2844,France,Lyon,2024-06-24,Marketplace
2845,Client_2845,RD Congo,Kinshasa,2023-09-28,Marketplace
2846,Client_2846,Belgique,Namur,2023-06-04,Ads
2847,Client_2847,Cameroun,Douala,2023-07-18,Referral
2848,Client_2848,Sénégal,Dakar,2023-06-03,Marketplace
2849,Client_2849,France,Lille,2022-03-04,Referral
2850,Client_2850,Gabon,Port-Gentil,2022-12-22,Referral
2851,Client_2851,Belgique,Bruxelles,2024-01-27,Ads
2852,Client_2852,Canada,Québec,2022-09-27,Ads
2853,Client_2853,Sénégal,Dakar,2022-04-25,Referral
2854,Client_2854,France,Marseille,2022-07-19,Marketplace
2855,Client_2855,RD Congo,Kinshasa,2023-11-13,Marketplace
2856,Client_2856,Canada,Laval,2024-11-23,Ads
2857,Client_2857,Sénégal,Thiès,2022-05-06,Ads
2858,Client_2858,RD Congo,Lubumbashi,2023-07-01,Ads
2859,Client_2859,Canada,Gatineau,2022-04-02,Marketplace
2860,Client_2860,RD Congo,Bukavu,2022-12-21,Ads
2861,Client_2861,Cameroun,Yaoundé,2023-12-20,Ads
2862,Client_2862,Côte d’Ivoire,Bouaké,2022-06-26,Referral
2863,Client_2863,Belgique,Bruxelles,2022-07-05,Organic
2864,Client_2864,Belgique,Liège,2023-10-13,Ads
2865,Client_2865,Canada,Montréal,2023-03-22,Marketplace
2866,Client_2866,Gabon,Libreville,2023-05-21,Marketplace
2867,Client_2867,RD Congo,Lubumbashi,2023-09-28,Ads
2868,Client_2868,Sénégal,Saint-Louis,2023-08-11,Organic
2869,Client_2869,Cameroun,Douala,2023-10-09,Referral
2870,Client_2870,RD Congo,Lubumbashi,2023-07-13,Organic
2871,Client_2871,Canada,Laval,2023-06-16,Referral
2872,Client_2872,Cameroun,Douala,2024-09-30,Marketplace
2873,Client_2873,Côte d’Ivoire,Bouaké,2024-12-07,Referral
2874,Client_2874,Canada,Montréal,2024-02-29,Organic
2875,Client_2875,RD Congo,Bukavu,2023-12-12,Marketplace
2876,Client_2876,RD Congo,Goma,2024-10-28,Marketplace
2877,Client_2877,Belgique,Liège,2023-06-13,Organic
2878,Client_2878,Gabon,Port-Gentil,2022-03-06,Ads
2879,Client_2879,Canada,Gatineau,2022-10-14,Referral
2880,Client_2880,Côte d’Ivoire,Bouaké,2024-02-13,Ads
2881,Client_2881,Côte d’Ivoire,Yamoussoukro,2022-08-03,Marketplace
2882,Client_2882,France,Lyon,2024-05-13,Referral
2883,Client_2883,Côte d’Ivoire,Bouaké,2022-07-25,Organic
2884,Client_2884,Côte d’Ivoire,Bouaké,2022-11-30,Referral
2885,Client_2885,Canada,Montréal,2024-06-18,Referral
2886,Client_2886,Sénégal,Saint-Louis,2024-03-28,Referral
2887,Client_2887,RD Congo,Goma,2024-02-04,Marketplace
2888,Client_2888,Gabon,Port-Gentil,2023-09-07,Ads
2889,Client_2889,RD Congo,Kinshasa,2024-05-12,Referral
2890,Client_2890,Cameroun,Bafoussam,2024-03-31,Ads
2891,Client_2891,Canada,Québec,2023-09-08,Organic
2892,Client_2892,Canada,Québec,2023-11-14,Ads
2893,Client_2893,Belgique,Namur,2022-10-17,Marketplace
2894,Client_2894,Gabon,Port-Gentil,2022-12-05,Referral
2895,Client_2895,France,Lyon,2023-02-15,Organic
2896,Client_2896,Cameroun,Yaoundé,2022-06-14,Organic
2897,Client_2897,RD Congo,Lubumbashi,2024-06-13,Ads
2898,Client_2898,RD Congo,Lubumbashi,2024-02-06,Ads
2899,Client_2899,Gabon,Libreville,2023-12-07,Ads
2900,Client_2900,Gabon,Port-Gentil,2023-03-12,Referral
2901,Client_2901,Sénégal,Thiès,2023-05-13,Ads
2902,Client_2902,Sénégal,Dakar,2023-10-14,Organic
2903,Client_2903,Sénégal,Thiès,2023-08-03,Referral
2904,Client_2904,Sénégal,Saint-Louis,2022-05-27,Marketplace
2905,Client_2905,Gabon,Libreville,2023-03-31,Organic
2906,Client_2906,RD Congo,Goma,2024-01-12,Marketplace
2907,Client_2907,France,Lille,2024-03-26,Ads
2908,Client_2908,RD Congo,Lubumbashi,2024-10-20,Organic
2909,Client_2909,France,Lyon,2023-09-11,Referral
2910,Client_2910,Belgique,Namur,2024-02-26,Organic
2911,Client_2911,Sénégal,Dakar,2023-08-07,Marketplace
2912,Client_2912,Sénégal,Saint-Louis,2024-09-11,Ads
2913,Client_2913,Cameroun,Yaoundé,2023-01-03,Organic
2914,Client_2914,Sénégal,Saint-Louis,2024-11-25,Ads
2915,Client_2915,Gabon,Libreville,2023-12-11,Ads
2916,Client_2916,Sénégal,Dakar,2022-11-26,Marketplace
2917,Client_2917,Canada,Gatineau,2024-07-20,Ads
2918,Client_2918,Gabon,Port-Gentil,2024-05-15,Ads
2919,Client_2919,Cameroun,Yaoundé,2023-06-14,Ads
2920,Client_2920,Gabon,Port-Gentil,2024-08-27,Marketplace
2921,Client_2921,Côte d’Ivoire,Abidjan,2023-01-02,Referral
2922,Client_2922,Sénégal,Saint-Louis,2022-06-13,Organic
2923,Client_2923,France,Marseille,2023-06-13,Organic
2924,Client_2924,Gabon,Port-Gentil,2022-04-10,Referral
2925,Client_2925,Cameroun,Douala,2022-09-06,Referral
2926,Client_2926,Gabon,Port-Gentil,2022-04-13,Marketplace
2927,Client_2927,Cameroun,Yaoundé,2023-11-23,Marketplace
2928,Client_2928,France,Lille,2023-07-02,Organic
2929,Client_2929,Cameroun,Yaoundé,2024-05-04,Ads
2930,Client_2930,Gabon,Port-Gentil,2023-09-02,Ads
2931,Client_2931,Belgique,Namur,2022-03-16,Referral
2932,Client_2932,RD Congo,Lubumbashi,2022-06-22,Ads
2933,Client_2933,Canada,Québec,2024-10-07,Referral
2934,Client_2934,Cameroun,Yaoundé,2024-07-27,Organic
2935,Client_2935,Gabon,Libreville,2022-06-06,Marketplace
2936,Client_2936,Côte d’Ivoire,Abidjan,2022-10-28,Ads
2937,Client_2937,Sénégal,Saint-Louis,2022-06-11,Marketplace
2938,Client_2938,Cameroun,Yaoundé,2024-03-31,Ads
2939,Client_2939,Canada,Laval,2022-06-12,Referral
2940,Client_2940,Belgique,Liège,2023-06-19,Marketplace
2941,Client_2941,RD Congo,Kinshasa,2024-02-06,Referral
2942,Client_2942,RD Congo,Bukavu,2023-07-17,Organic
2943,Client_2943,Cameroun,Bafoussam,2022-04-04,Referral
2944,Client_2944,Canada,Laval,2023-07-13,Ads
2945,Client_2945,Sénégal,Dakar,2022-02-08,Referral
2946,Client_2946,Canada,Laval,2023-07-01,Referral
2947,Client_2947,Côte d’Ivoire,Abidjan,2023-03-30,Organic
2948,Client_2948,France,Marseille,2023-03-29,Ads
2949,Client_2949,Cameroun,Bafoussam,2024-08-01,Referral
2950,Client_2950,Côte d’Ivoire,Yamoussoukro,2024-03-07,Referral
2951,Client_2951,France,Marseille,2023-11-29,Marketplace
2952,Client_2952,Côte d’Ivoire,Bouaké,2022-11-07,Referral
2953,Client_2953,Gabon,Libreville,2024-12-26,Organic
2954,Client_2954,Sénégal,Thiès,2024-04-05,Ads
2955,Client_2955,Belgique,Charleroi,2023-12-09,Ads
2956,Client_2956,RD Congo,Goma,2023-09-15,Marketplace
2957,Client_2957,Côte d’Ivoire,Bouaké,2024-08-15,Ads
2958,Client_2958,Canada,Québec,2023-12-22,Referral
2959,Client_2959,Sénégal,Dakar,2023-08-05,Referral
2960,Client_2960,RD Congo,Bukavu,2025-01-05,Organic
2961,Client_2961,Sénégal,Saint-Louis,2022-09-10,Ads
2962,Client_2962,Sénégal,Dakar,2023-03-09,Ads
2963,Client_2963,Cameroun,Douala,2022-11-22,Referral
2964,Client_2964,Sénégal,Thiès,2023-03-22,Referral
2965,Client_2965,Cameroun,Yaoundé,2024-01-14,Ads
2966,Client_2966,Côte d’Ivoire,Yamoussoukro,2025-01-01,Referral
2967,Client_2967,RD Congo,Bukavu,2024-10-10,Referral
2968,Client_2968,Cameroun,Yaoundé,2022-11-18,Organic
2969,Client_2969,Sénégal,Thiès,2022-01-07,Marketplace
2970,Client_2970,Gabon,Libreville,2022-07-21,Referral
2971,Client_2971,Sénégal,Thiès,2024-04-20,Organic
2972,Client_2972,France,Lille,2023-04-05,Organic
2973,Client_2973,Belgique,Charleroi,2022-02-16,Marketplace
2974,Client_2974,RD Congo,Lubumbashi,2024-08-24,Ads
2975,Client_2975,Côte d’Ivoire,Abidjan,2024-03-08,Organic
2976,Client_2976,Canada,Gatineau,2024-01-26,Organic
2977,Client_2977,Canada,Gatineau,2023-02-14,Marketplace
2978,Client_2978,Canada,Laval,2022-05-13,Ads
2979,Client_2979,RD Congo,Bukavu,2024-07-29,Organic
2980,Client_2980,Gabon,Libreville,2022-12-29,Referral
2981,Client_2981,Belgique,Namur,2022-11-23,Organic
2982,Client_2982,Gabon,Libreville,2022-01-15,Ads
2983,Client_2983,Sénégal,Saint-Louis,2024-08-20,Referral
2984,Client_2984,Belgique,Charleroi,2023-06-17,Ads
2985,Client_2985,France,Toulouse,2024-09-11,Ads
2986,Client_2986,Cameroun,Yaoundé,2022-03-23,Marketplace
2987,Client_2987,Sénégal,Saint-Louis,2024-11-13,Referral
2988,Client_2988,Sénégal,Dakar,2022-08-01,Organic
2989,Client_2989,Cameroun,Bafoussam,2022-08-17,Organic
2990,Client_2990,Côte d’Ivoire,Bouaké,2023-11-27,Organic
2991,Client_2991,RD Congo,Bukavu,2023-03-07,Marketplace
2992,Client_2992,Belgique,Namur,2022-06-01,Referral
2993,Client_2993,Gabon,Libreville,2023-06-17,Marketplace
2994,Client_2994,Cameroun,Bafoussam,2024-06-29,Marketplace
2995,Client_2995,Gabon,Port-Gentil,2023-07-18,Ads
2996,Client_2996,Canada,Québec,2024-12-04,Marketplace
2997,Client_2997,France,Lyon,2024-01-30,Marketplace
2998,Client_2998,Cameroun,Yaoundé,2022-11-21,Marketplace
2999,Client_2999,Gabon,Port-Gentil,2023-08-27,Organic
3000,Client_3000,Canada,Québec,2023-08-22,Referral
3001,Client_3001,Cameroun,Bafoussam,2023-04-12,Ads
3002,Client_3002,RD Congo,Goma,2022-10-31,Ads
3003,Client_3003,Cameroun,Yaoundé,2024-11-07,Referral
3004,Client_3004,Gabon,Libreville,2023-12-06,Organic
3005,Client_3005,Côte d’Ivoire,Yamoussoukro,2024-02-06,Referral
3006,Client_3006,Gabon,Libreville,2024-12-11,Referral
3007,Client_3007,Canada,Gatineau,2024-02-17,Ads
3008,Client_3008,Belgique,Namur,2023-04-06,Marketplace
3009,Client_3009,RD Congo,Lubumbashi,2022-11-04,Marketplace
3010,Client_3010,Belgique,Liège,2024-01-01,Referral
3011,Client_3011,Gabon,Libreville,2024-12-09,Organic
3012,Client_3012,RD Congo,Goma,2022-03-09,Referral
3013,Client_3013,Belgique,Namur,2024-11-05,Ads
3014,Client_3014,Cameroun,Bafoussam,2024-12-31,Ads
3015,Client_3015,France,Toulouse,2024-12-06,Organic
3016,Client_3016,RD Congo,Goma,2023-01-10,Organic
3017,Client_3017,RD Congo,Bukavu,2022-12-30,Ads
3018,Client_3018,Cameroun,Bafoussam,2023-07-23,Ads
3019,Client_3019,RD Congo,Kinshasa,2022-09-29,Marketplace
3020,Client_3020,France,Lyon,2023-04-12,Organic
3021,Client_3021,Gabon,Port-Gentil,2022-07-21,Ads
3022,Client_3022,Côte d’Ivoire,Yamoussoukro,2022-05-30,Organic
3023,Client_3023,Gabon,Libreville,2024-06-24,Ads
3024,Client_3024,Gabon,Libreville,2022-07-24,Organic
3025,Client_3025,Gabon,Port-Gentil,2022-01-20,Referral
3026,Client_3026,Belgique,Charleroi,2023-02-03,Referral
3027,Client_3027,France,Marseille,2024-04-13,Marketplace
3028,Client_3028,Gabon,Libreville,2023-11-05,Referral
3029,Client_3029,Cameroun,Bafoussam,2023-09-06,Marketplace
3030,Client_3030,RD Congo,Goma,2023-07-18,Marketplace
3031,Client_3031,Gabon,Libreville,2023-01-09,Referral
3032,Client_3032,France,Marseille,2024-11-09,Referral
3033,Client_3033,Gabon,Libreville,2023-01-02,Ads
3034,Client_3034,Sénégal,Saint-Louis,2023-09-16,Ads
3035,Client_3035,Gabon,Port-Gentil,2023-01-10,Organic
3036,Client_3036,Belgique,Liège,2023-03-13,Marketplace
3037,Client_3037,Cameroun,Yaoundé,2024-12-22,Referral
3038,Client_3038,Belgique,Namur,2023-03-07,Organic
3039,Client_3039,Côte d’Ivoire,Abidjan,2023-01-29,Referral
3040,Client_3040,Canada,Québec,2022-11-18,Marketplace
3041,Client_3041,Gabon,Port-Gentil,2023-07-06,Organic
3042,Client_3042,Cameroun,Yaoundé,2023-09-14,Marketplace
3043,Client_3043,Canada,Laval,2023-11-15,Marketplace
3044,Client_3044,Côte d’Ivoire,Bouaké,2023-09-23,Referral
3045,Client_3045,Sénégal,Thiès,2022-01-12,Referral
3046,Client_3046,France,Toulouse,2023-12-26,Organic
3047,Client_3047,Gabon,Port-Gentil,2022-02-09,Organic
3048,Client_3048,RD Congo,Goma,2023-08-27,Marketplace
3049,Client_3049,France,Marseille,2024-05-25,Referral
3050,Client_3050,Côte d’Ivoire,Yamoussoukro,2023-02-13,Organic
3051,Client_3051,Gabon,Port-Gentil,2022-08-07,Ads
3052,Client_3052,RD Congo,Lubumbashi,2023-10-29,Referral
3053,Client_3053,Gabon,Libreville,2024-03-09,Referral
3054,Client_3054,RD Congo,Goma,2024-02-08,Ads
3055,Client_3055,Belgique,Bruxelles,2023-12-03,Marketplace
3056,Client_3056,Côte d’Ivoire,Bouaké,2023-08-06,Ads
3057,Client_3057,Gabon,Libreville,2022-06-01,Marketplace
3058,Client_3058,Sénégal,Dakar,2022-11-05,Marketplace
3059,Client_3059,RD Congo,Kinshasa,2024-06-16,Organic
3060,Client_3060,Côte d’Ivoire,Yamoussoukro,2023-06-18,Marketplace
3061,Client_3061,France,Lyon,2022-05-20,Marketplace
3062,Client_3062,Côte d’Ivoire,Bouaké,2023-03-16,Organic
3063,Client_3063,Côte d’Ivoire,Bouaké,2023-04-12,Referral
3064,Client_3064,Côte d’Ivoire,Bouaké,2023-02-12,Marketplace
3065,Client_3065,Cameroun,Bafoussam,2022-02-17,Organic
3066,Client_3066,Belgique,Charleroi,2024-05-25,Referral
3067,Client_3067,Gabon,Libreville,2024-12-18,Ads
3068,Client_3068,Côte d’Ivoire,Abidjan,2024-06-14,Ads
3069,Client_3069,Côte d’Ivoire,Yamoussoukro,2024-10-04,Marketplace
3070,Client_3070,Côte d’Ivoire,Yamoussoukro,2022-05-18,Ads
3071,Client_3071,Belgique,Bruxelles,2024-12-25,Organic
3072,Client_3072,Belgique,Charleroi,2023-01-26,Ads
3073,Client_3073,Sénégal,Thiès,2024-08-11,Referral
3074,Client_3074,Canada,Laval,2022-05-30,Organic
3075,Client_3075,Côte d’Ivoire,Bouaké,2024-12-16,Referral
3076,Client_3076,France,Toulouse,2023-08-25,Ads
3077,Client_3077,Sénégal,Dakar,2022-01-18,Organic
3078,Client_3078,Côte d’Ivoire,Bouaké,2022-11-05,Marketplace
3079,Client_3079,RD Congo,Goma,2024-12-26,Referral
3080,Client_3080,RD Congo,Goma,2022-11-09,Organic
3081,Client_3081,Canada,Québec,2023-09-24,Organic
3082,Client_3082,Belgique,Bruxelles,2024-12-28,Ads
3083,Client_3083,Canada,Laval,2022-05-22,Marketplace
3084,Client_3084,Côte d’Ivoire,Abidjan,2023-03-04,Organic
3085,Client_3085,Cameroun,Douala,2024-05-18,Marketplace
3086,Client_3086,RD Congo,Lubumbashi,2023-12-29,Ads
3087,Client_3087,Canada,Gatineau,2022-09-10,Referral
3088,Client_3088,France,Toulouse,2023-03-04,Referral
3089,Client_3089,France,Toulouse,2024-06-17,Referral
3090,Client_3090,RD Congo,Lubumbashi,2024-02-19,Ads
3091,Client_3091,Belgique,Liège,2024-11-03,Ads
3092,Client_3092,Canada,Québec,2022-09-04,Referral
3093,Client_3093,Côte d’Ivoire,Yamoussoukro,2023-10-11,Referral
3094,Client_3094,RD Congo,Lubumbashi,2022-07-05,Marketplace
3095,Client_3095,Gabon,Port-Gentil,2024-11-07,Ads
3096,Client_3096,Gabon,Libreville,2022-01-15,Referral
3097,Client_3097,Sénégal,Thiès,2022-07-24,Marketplace
3098,Client_3098,Côte d’Ivoire,Bouaké,2022-05-14,Referral
3099,Client_3099,Cameroun,Douala,2022-06-22,Referral
3100,Client_3100,Gabon,Libreville,2023-07-17,Marketplace
3101,Client_3101,France,Lyon,2023-05-25,Organic
3102,Client_3102,France,Lyon,2024-11-28,Organic
3103,Client_3103,Canada,Gatineau,2022-03-21,Ads
3104,Client_3104,RD Congo,Goma,2024-02-01,Referral
3105,Client_3105,Canada,Gatineau,2022-12-20,Organic
3106,Client_3106,Canada,Québec,2024-01-18,Ads
3107,Client_3107,Canada,Montréal,2024-10-15,Organic
3108,Client_3108,Cameroun,Yaoundé,2024-02-04,Marketplace
3109,Client_3109,Côte d’Ivoire,Abidjan,2022-02-22,Marketplace
3110,Client_3110,France,Toulouse,2022-03-12,Organic
3111,Client_3111,Sénégal,Dakar,2024-02-12,Organic
3112,Client_3112,Canada,Montréal,2022-01-31,Marketplace
3113,Client_3113,RD Congo,Kinshasa,2024-05-09,Ads
3114,Client_3114,Belgique,Charleroi,2024-08-09,Referral
3115,Client_3115,Gabon,Libreville,2022-01-02,Marketplace
3116,Client_3116,Gabon,Port-Gentil,2023-06-11,Organic
3117,Client_3117,Côte d’Ivoire,Yamoussoukro,2024-01-19,Ads
3118,Client_3118,Gabon,Port-Gentil,2023-02-06,Organic
3119,Client_3119,RD Congo,Lubumbashi,2022-10-20,Organic
3120,Client_3120,Belgique,Bruxelles,2024-04-07,Marketplace
3121,Client_3121,Belgique,Liège,2023-04-09,Marketplace
3122,Client_3122,Canada,Laval,2023-11-05,Referral
3123,Client_3123,Cameroun,Douala,2023-11-03,Referral
3124,Client_3124,Côte d’Ivoire,Yamoussoukro,2022-10-25,Ads
3125,Client_3125,Sénégal,Saint-Louis,2022-04-09,Organic
3126,Client_3126,Canada,Montréal,2022-10-20,Ads
3127,Client_3127,RD Congo,Lubumbashi,2024-03-23,Marketplace
3128,Client_3128,France,Lille,2024-09-11,Referral
3129,Client_3129,Côte d’Ivoire,Abidjan,2024-04-10,Referral
3130,Client_3130,RD Congo,Bukavu,2023-06-23,Referral
3131,Client_3131,Belgique,Namur,2024-11-19,Marketplace
3132,Client_3132,Côte d’Ivoire,Abidjan,2023-06-07,Marketplace
3133,Client_3133,Gabon,Port-Gentil,2022-07-17,Marketplace
3134,Client_3134,Cameroun,Douala,2024-01-19,Referral
3135,Client_3135,France,Lille,2022-09-16,Ads
3136,Client_3136,RD Congo,Bukavu,2022-08-16,Ads
3137,Client_3137,Cameroun,Douala,2023-12-13,Marketplace
3138,Client_3138,Gabon,Port-Gentil,2022-06-19,Organic
3139,Client_3139,Sénégal,Saint-Louis,2023-02-04,Organic
3140,Client_3140,RD Congo,Kinshasa,2023-02-11,Marketplace
3141,Client_3141,Canada,Montréal,2024-12-27,Marketplace
3142,Client_3142,RD Congo,Lubumbashi,2024-02-06,Organic
3143,Client_3143,Belgique,Liège,2023-04-09,Organic
3144,Client_3144,Sénégal,Dakar,2023-07-25,Ads
3145,Client_3145,Sénégal,Thiès,2024-03-09,Referral
3146,Client_3146,Gabon,Port-Gentil,2023-10-22,Organic
3147,Client_3147,Cameroun,Douala,2022-06-03,Marketplace
3148,Client_3148,Cameroun,Douala,2022-05-17,Ads
3149,Client_3149,Sénégal,Dakar,2022-10-22,Referral
3150,Client_3150,Canada,Québec,2024-03-12,Organic
3151,Client_3151,Sénégal,Thiès,2023-02-01,Organic
3152,Client_3152,Côte d’Ivoire,Abidjan,2023-04-09,Marketplace
3153,Client_3153,Canada,Gatineau,2022-09-10,Organic
3154,Client_3154,RD Congo,Bukavu,2022-10-19,Marketplace
3155,Client_3155,Côte d’Ivoire,Abidjan,2022-08-29,Marketplace
3156,Client_3156,Belgique,Charleroi,2023-04-21,Referral
3157,Client_3157,Cameroun,Douala,2024-07-19,Organic
3158,Client_3158,Belgique,Namur,2023-07-12,Ads
3159,Client_3159,Sénégal,Thiès,2022-08-20,Referral
3160,Client_3160,Sénégal,Saint-Louis,2022-12-11,Referral
3161,Client_3161,Cameroun,Douala,2024-12-06,Ads
3162,Client_3162,Belgique,Namur,2023-05-10,Referral
3163,Client_3163,Sénégal,Thiès,2022-04-27,Ads
3164,Client_3164,Cameroun,Bafoussam,2023-07-19,Marketplace
3165,Client_3165,Côte d’Ivoire,Bouaké,2023-05-30,Marketplace
3166,Client_3166,Belgique,Bruxelles,2022-07-27,Referral
3167,Client_3167,RD Congo,Bukavu,2023-03-30,Referral
3168,Client_3168,Cameroun,Douala,2024-09-26,Referral
3169,Client_3169,Sénégal,Dakar,2022-08-09,Ads
3170,Client_3170,Belgique,Bruxelles,2023-05-04,Marketplace
3171,Client_3171,Sénégal,Thiès,2022-03-23,Marketplace
3172,Client_3172,Gabon,Port-Gentil,2024-12-06,Ads
3173,Client_3173,Sénégal,Saint-Louis,2024-06-03,Ads
3174,Client_3174,RD Congo,Lubumbashi,2022-02-19,Marketplace
3175,Client_3175,Belgique,Namur,2024-04-24,Ads
3176,Client_3176,Gabon,Port-Gentil,2024-01-05,Marketplace
3177,Client_3177,Côte d’Ivoire,Abidjan,2023-07-21,Referral
3178,Client_3178,France,Marseille,2024-07-27,Marketplace
3179,Client_3179,Canada,Québec,2023-10-22,Referral
3180,Client_3180,Côte d’Ivoire,Abidjan,2024-10-20,Ads
3181,Client_3181,Côte d’Ivoire,Bouaké,2023-04-12,Marketplace
3182,Client_3182,Cameroun,Douala,2022-07-05,Referral
3183,Client_3183,Côte d’Ivoire,Yamoussoukro,2024-10-15,Organic
3184,Client_3184,Sénégal,Dakar,2023-06-27,Referral
3185,Client_3185,Côte d’Ivoire,Bouaké,2024-06-15,Marketplace
3186,Client_3186,Canada,Québec,2023-10-24,Ads
3187,Client_3187,Belgique,Liège,2023-09-28,Marketplace
3188,Client_3188,Canada,Gatineau,2022-06-05,Organic
3189,Client_3189,Belgique,Bruxelles,2024-04-08,Marketplace
3190,Client_3190,Canada,Laval,2024-12-27,Marketplace
3191,Client_3191,Sénégal,Dakar,2024-02-28,Ads
3192,Client_3192,Cameroun,Bafoussam,2022-06-18,Marketplace
3193,Client_3193,RD Congo,Bukavu,2022-03-25,Organic
3194,Client_3194,Canada,Laval,2022-02-23,Referral
3195,Client_3195,RD Congo,Lubumbashi,2023-05-18,Organic
3196,Client_3196,Gabon,Libreville,2022-10-25,Ads
3197,Client_3197,Cameroun,Douala,2022-02-12,Referral
3198,Client_3198,Gabon,Port-Gentil,2023-01-29,Referral
3199,Client_3199,Canada,Gatineau,2024-03-03,Marketplace
