id_vente,id_client,id_produit,date_vente,quantité,montant_total,channel
8786,1703,32,2024-04-16,2,2384,Marketplace
8787,3401,103,2024-01-02,3,2454,Online
8788,3075,140,2025-05-11,3,4140,Online
8789,3004,141,2024-07-22,1,1452,Marketplace
8790,3306,113,2024-11-22,1,1331,Online
8791,4484,109,2024-12-05,3,5952,Marketplace
8792,1402,14,2024-06-18,1,427,Online
8793,2950,4,2025-01-04,1,651,Retail
8794,2204,100,2024-12-13,1,1745,Retail
8795,1866,173,2025-04-29,3,411,Marketplace
8796,3890,64,2024-03-07,1,840,Retail
8797,3124,125,2025-04-17,1,774,Retail
8798,357,131,2024-05-14,2,3634,Retail
8799,2556,134,2024-10-01,3,5298,Marketplace
8800,3183,118,2024-01-27,1,695,Retail
8801,2014,113,2024-06-19,1,1331,Marketplace
8802,3856,94,2024-03-19,3,5982,Online
8803,292,127,2025-04-01,2,1334,Marketplace
8804,2951,1,2025-02-15,3,984,Online
8805,3323,167,2025-04-03,1,48,Online
8806,1849,3,2024-11-09,1,965,Online
8807,2182,151,2024-07-06,1,71,Retail
8808,4951,87,2024-03-10,3,5154,Marketplace
8809,1353,24,2024-04-10,2,1778,Marketplace
8810,4150,198,2024-09-08,1,24,Online
8811,3432,10,2024-10-14,2,1262,Retail
8812,1794,92,2024-06-20,1,2277,Marketplace
8813,3292,86,2024-05-02,2,1648,Retail
8814,4834,55,2024-10-11,2,3316,Online
8815,1261,22,2024-10-11,3,2676,Marketplace
8816,4619,35,2025-02-02,1,850,Marketplace
8817,4341,166,2025-02-08,2,246,Marketplace
8818,4592,68,2024-01-22,3,7197,Online
8819,2946,144,2024-09-07,2,2076,Retail
8820,1659,7,2025-04-09,1,1136,Retail
8821,3776,142,2024-11-15,1,838,Retail
8822,3327,155,2024-11-18,1,134,Marketplace
8823,4736,94,2024-12-10,1,1994,Marketplace
8824,2491,66,2024-05-08,1,2242,Marketplace
8825,215,26,2024-02-22,2,1132,Marketplace
8826,128,107,2024-06-19,2,1290,Marketplace
8827,3209,165,2024-06-26,3,249,Marketplace
8828,4877,81,2025-01-26,3,3459,Retail
8829,319,132,2024-11-26,3,3354,Marketplace
8830,4382,83,2025-04-22,2,1744,Marketplace
8831,4071,84,2025-03-19,3,5628,Retail
8832,1091,130,2024-03-24,3,5358,Online
8833,2372,40,2024-04-03,1,422,Online
8834,1968,129,2024-01-10,2,2028,Online
8835,1959,131,2024-12-19,2,3634,Online
8836,861,164,2025-03-20,3,72,Online
8837,4618,145,2024-08-28,2,2892,Online
8838,2018,140,2024-07-14,3,4140,Online
8839,4848,113,2024-02-10,2,2662,Retail
8840,2468,165,2025-01-02,1,83,Online
8841,1262,73,2024-10-07,1,1753,Marketplace
8842,1095,199,2025-02-21,1,43,Online
8843,1293,150,2024-10-10,1,1015,Marketplace
8844,989,2,2024-05-18,3,2724,Online
8845,1079,140,2024-11-21,3,4140,Marketplace
8846,2441,118,2024-03-10,2,1390,Online
8847,4872,87,2024-03-20,2,3436,Online
8848,1965,180,2024-01-12,2,180,Online
8849,1078,107,2025-01-31,1,645,Retail
8850,124,140,2024-01-14,1,1380,Online
8851,1061,143,2024-08-17,1,419,Retail
8852,1404,107,2024-10-05,3,1935,Retail
8853,1320,127,2024-05-15,3,2001,Retail
8854,2728,180,2024-02-01,1,90,Retail
8855,4001,3,2024-10-17,3,2895,Online
8856,1912,176,2024-06-20,3,123,Online
8857,4950,120,2024-06-14,1,690,Marketplace
8858,3971,121,2024-07-29,1,1895,Online
8859,2300,97,2025-04-02,3,3894,Retail
8860,4256,22,2024-05-20,3,2676,Marketplace
8861,4000,171,2025-02-13,3,174,Marketplace
8862,459,197,2025-04-05,2,176,Retail
8863,3722,191,2024-08-22,3,375,Retail
8864,1766,140,2024-07-11,2,2760,Online
8865,29,182,2024-10-09,2,164,Online
8866,3809,195,2024-01-21,1,133,Retail
8867,3213,127,2024-05-05,1,667,Online
8868,449,183,2024-03-06,2,88,Marketplace
8869,1000,1,2025-01-04,1,328,Marketplace
8870,3850,29,2025-03-05,2,954,Retail
8871,3453,114,2024-02-05,1,1233,Marketplace
8872,1621,176,2024-08-07,3,123,Online
8873,1193,112,2024-05-29,3,1620,Marketplace
8874,4467,48,2024-10-19,3,2472,Marketplace
8875,3691,49,2025-03-18,3,1557,Marketplace
8876,4456,9,2025-01-06,1,938,Retail
8877,2464,82,2024-04-09,1,1892,Retail
8878,525,19,2024-05-23,1,821,Marketplace
8879,4867,192,2024-03-22,1,102,Online
8880,1316,190,2025-04-29,1,102,Retail
8881,1613,100,2024-09-24,1,1745,Retail
8882,1613,45,2024-09-13,1,835,Marketplace
8883,1339,122,2024-04-21,1,1024,Marketplace
8884,229,197,2024-07-16,3,264,Online
8885,225,137,2025-01-29,2,2456,Retail
8886,2387,88,2025-04-15,3,2742,Online
8887,786,104,2024-05-22,3,4677,Marketplace
8888,1408,64,2024-06-08,1,840,Marketplace
8889,1520,15,2024-10-29,1,873,Online
8890,3029,200,2024-07-17,2,110,Marketplace
8891,216,134,2024-09-24,3,5298,Retail
8892,4648,20,2024-04-22,3,2844,Retail
8893,1858,176,2025-04-08,3,123,Retail
8894,2855,12,2024-01-18,3,2850,Marketplace
8895,1281,65,2024-12-21,2,3626,Retail
8896,1550,40,2024-04-10,3,1266,Retail
8897,2281,184,2024-02-27,2,202,Marketplace
8898,2802,27,2024-10-10,1,975,Retail
8899,1698,157,2025-01-01,1,125,Retail
8900,4166,159,2024-11-25,2,44,Retail
8901,653,148,2025-01-09,2,2808,Retail
8902,2789,53,2024-05-04,1,1030,Online
8903,2196,179,2024-06-23,3,75,Retail
8904,2961,33,2024-10-19,2,828,Marketplace
8905,4168,94,2024-12-24,1,1994,Online
8906,3908,106,2024-03-07,2,2396,Online
8907,1566,121,2024-01-08,1,1895,Online
8908,37,96,2024-10-13,2,1722,Marketplace
8909,4568,26,2024-08-11,1,566,Retail
8910,4121,199,2025-02-26,2,86,Marketplace
8911,3739,31,2024-05-25,2,1642,Marketplace
8912,2868,158,2024-03-27,3,201,Retail
8913,803,2,2024-05-17,3,2724,Retail
8914,3005,103,2025-05-03,1,818,Retail
8915,2975,49,2024-01-22,2,1038,Retail
8916,3122,111,2024-10-19,3,4698,Online
8917,1142,108,2024-08-22,3,2757,Retail
8918,1415,65,2024-06-19,1,1813,Online
8919,3023,70,2025-02-15,3,5364,Retail
8920,2165,200,2025-04-01,3,165,Retail
8921,906,110,2025-01-16,1,629,Retail
8922,3015,95,2024-06-30,1,1752,Retail
8923,1458,66,2024-11-30,2,4484,Marketplace
8924,1171,19,2024-08-04,1,821,Retail
8925,3652,172,2024-08-03,2,292,Retail
8926,215,11,2025-02-06,3,1926,Retail
8927,2174,76,2025-05-01,3,5928,Online
8928,2565,173,2024-10-18,3,411,Marketplace
8929,3964,192,2024-01-19,2,204,Online
8930,3476,50,2025-02-24,1,786,Marketplace
8931,2368,145,2025-03-07,1,1446,Marketplace
8932,1277,108,2024-01-13,1,919,Marketplace
8933,2218,56,2025-03-11,2,3832,Retail
8934,1843,175,2024-03-12,3,318,Marketplace
8935,551,190,2024-05-31,3,306,Online
8936,481,21,2024-12-22,2,1528,Retail
8937,3920,138,2024-02-06,1,984,Marketplace
8938,2184,8,2024-04-07,1,378,Online
8939,4987,198,2024-02-03,1,24,Marketplace
8940,3370,55,2024-09-30,3,4974,Online
8941,248,23,2024-11-12,3,3339,Retail
8942,1973,24,2025-01-07,2,1778,Online
8943,1527,115,2024-03-24,3,2583,Marketplace
8944,3292,74,2024-05-21,1,2306,Retail
8945,2308,73,2024-08-12,2,3506,Retail
8946,506,39,2024-08-10,2,2250,Marketplace
8947,3124,104,2024-05-28,3,4677,Marketplace
8948,4148,88,2024-07-30,1,914,Retail
8949,304,160,2024-08-26,1,71,Retail
8950,246,64,2024-08-23,3,2520,Retail
8951,326,49,2025-01-09,1,519,Online
8952,301,157,2024-02-25,3,375,Online
8953,2376,54,2024-09-25,2,2390,Online
8954,3210,114,2024-11-06,2,2466,Retail
8955,1056,57,2024-02-23,2,3028,Online
8956,4172,10,2024-09-03,3,1893,Marketplace
8957,4804,120,2024-11-30,3,2070,Online
8958,2290,28,2024-05-11,1,1008,Retail
8959,448,94,2024-12-02,1,1994,Retail
8960,3599,172,2024-03-27,1,146,Retail
8961,585,113,2025-01-09,1,1331,Marketplace
8962,1418,190,2024-01-16,3,306,Marketplace
8963,4923,105,2024-04-16,3,4101,Online
8964,3394,158,2024-05-28,3,201,Online
8965,702,183,2024-03-07,2,88,Online
8966,3756,113,2024-01-21,1,1331,Retail
8967,1696,136,2024-02-08,2,1498,Online
8968,3035,30,2025-02-06,2,2162,Online
8969,723,2,2024-07-05,1,908,Retail
8970,4208,159,2024-08-21,3,66,Retail
8971,319,70,2024-07-17,2,3576,Marketplace
8972,3528,82,2024-08-15,1,1892,Marketplace
8973,949,187,2024-05-16,3,297,Online
8974,4280,27,2024-04-26,2,1950,Marketplace
8975,2721,20,2024-07-25,1,948,Online
8976,2877,6,2024-03-02,3,3378,Marketplace
8977,1078,92,2025-04-21,3,6831,Marketplace
8978,424,101,2024-12-16,2,3988,Online
8979,2808,123,2025-02-02,1,1371,Online
8980,3181,132,2024-02-28,3,3354,Online
8981,1001,104,2024-03-01,2,3118,Online
8982,3559,111,2024-03-30,3,4698,Retail
8983,789,62,2024-05-11,2,3444,Online
8984,1580,137,2024-05-14,2,2456,Online
8985,3219,153,2024-02-23,1,103,Retail
8986,2668,57,2024-01-06,2,3028,Retail
8987,4088,45,2024-04-05,2,1670,Marketplace
8988,1765,59,2024-03-03,2,4282,Retail
8989,4070,2,2024-04-12,1,908,Marketplace
8990,1532,162,2024-03-15,1,104,Online
8991,1189,91,2024-06-13,2,3200,Retail
8992,4471,190,2024-11-27,1,102,Marketplace
8993,1449,50,2024-06-02,2,1572,Online
8994,4240,119,2024-08-11,3,4809,Retail
8995,4995,139,2024-08-07,1,1497,Retail
8996,1052,30,2024-06-11,3,3243,Online
8997,3339,103,2024-01-20,1,818,Online
8998,123,63,2025-04-17,3,4047,Retail
8999,4712,47,2024-05-01,3,2259,Online
9000,806,87,2025-04-28,3,5154,Retail
9001,483,138,2024-01-14,2,1968,Retail
9002,4138,106,2024-02-28,3,3594,Online
9003,3701,7,2025-04-27,3,3408,Retail
9004,4811,43,2024-03-10,1,1148,Retail
9005,1514,30,2024-09-21,3,3243,Retail
9006,2506,188,2025-01-10,2,136,Online
9007,4843,33,2025-03-18,2,828,Marketplace
9008,1229,64,2025-02-13,3,2520,Marketplace
9009,1571,173,2024-06-01,2,274,Retail
9010,361,8,2024-03-17,2,756,Marketplace
9011,2135,59,2024-11-26,2,4282,Online
9012,1990,82,2024-09-29,2,3784,Retail
9013,4877,9,2025-03-13,2,1876,Marketplace
9014,2282,56,2024-10-07,2,3832,Online
9015,308,55,2024-06-20,1,1658,Online
9016,4633,4,2024-11-23,1,651,Retail
9017,3837,189,2024-03-16,1,23,Marketplace
9018,158,135,2025-01-11,1,1590,Marketplace
9019,3857,189,2024-09-11,2,46,Retail
9020,1914,111,2024-12-05,3,4698,Marketplace
9021,3759,140,2024-09-16,2,2760,Online
9022,4041,106,2024-01-02,1,1198,Retail
9023,1104,194,2024-05-08,3,267,Online
9024,4995,83,2025-02-09,3,2616,Online
9025,2937,25,2024-02-12,3,1035,Retail
9026,1794,131,2024-04-07,3,5451,Retail
9027,2912,120,2024-08-20,1,690,Retail
9028,449,191,2024-10-14,1,125,Online
9029,2040,66,2025-02-09,3,6726,Marketplace
9030,688,11,2025-02-28,2,1284,Retail
9031,1344,95,2024-01-09,2,3504,Online
9032,1238,107,2024-10-28,2,1290,Marketplace
9033,960,162,2024-12-13,3,312,Online
9034,3287,44,2024-01-30,2,1026,Retail
9035,3429,194,2025-05-01,3,267,Retail
9036,905,139,2025-05-15,2,2994,Online
9037,4544,85,2024-05-18,1,1581,Online
9038,1961,55,2024-11-15,3,4974,Online
9039,4653,118,2024-04-02,3,2085,Retail
9040,3912,58,2024-07-19,3,2640,Marketplace
9041,3376,121,2024-01-11,1,1895,Retail
9042,1873,166,2025-03-30,2,246,Online
9043,4778,8,2024-10-31,1,378,Retail
9044,361,164,2024-07-19,2,48,Marketplace
9045,3313,70,2024-11-25,3,5364,Marketplace
9046,71,184,2025-02-09,2,202,Retail
9047,2902,191,2024-01-11,2,250,Retail
9048,218,130,2024-11-28,3,5358,Online
9049,399,68,2024-12-13,2,4798,Retail
9050,4493,86,2024-04-21,1,824,Online
9051,1531,54,2024-07-03,2,2390,Online
9052,4838,31,2025-01-24,3,2463,Retail
9053,2880,153,2025-05-14,1,103,Marketplace
9054,2417,46,2024-06-08,2,1610,Online
9055,4702,76,2025-01-18,3,5928,Marketplace
9056,1039,180,2024-05-13,1,90,Online
9057,540,109,2024-07-19,2,3968,Online
9058,106,123,2024-12-23,2,2742,Online
9059,4788,165,2024-11-08,3,249,Online
9060,3269,80,2024-02-17,2,4442,Retail
9061,4135,94,2024-02-26,1,1994,Retail
9062,4396,14,2024-04-17,2,854,Marketplace
9063,4276,17,2024-05-14,2,1140,Retail
9064,1942,79,2024-03-09,1,1393,Online
9065,3625,133,2024-05-22,2,1338,Retail
9066,767,99,2025-05-13,3,7305,Online
9067,3568,121,2024-08-12,2,3790,Marketplace
9068,191,59,2025-05-11,2,4282,Retail
9069,333,53,2024-05-22,3,3090,Online
9070,2778,69,2024-11-24,2,4234,Online
9071,862,164,2024-06-19,3,72,Marketplace
9072,1084,86,2025-04-02,2,1648,Online
9073,2640,156,2024-01-27,3,447,Retail
9074,2030,17,2025-02-25,3,1710,Retail
9075,294,123,2025-04-09,2,2742,Online
9076,483,165,2024-04-19,3,249,Marketplace
9077,2385,1,2024-10-11,2,656,Marketplace
9078,2950,152,2025-03-27,2,104,Marketplace
9079,3009,131,2025-03-12,2,3634,Online
9080,615,113,2025-03-30,2,2662,Marketplace
9081,2120,142,2024-12-04,1,838,Retail
9082,2331,110,2024-04-13,2,1258,Retail
9083,4068,193,2024-01-01,1,84,Retail
9084,1400,169,2024-01-30,1,123,Marketplace
9085,367,190,2025-01-25,3,306,Retail
9086,1700,106,2024-09-09,1,1198,Retail
9087,18,38,2024-02-29,1,321,Online
9088,1174,123,2025-02-14,1,1371,Online
9089,1248,125,2025-03-09,3,2322,Online
9090,794,117,2025-02-20,2,1180,Marketplace
9091,4893,25,2024-12-16,1,345,Retail
9092,4726,44,2024-08-25,1,513,Marketplace
9093,4262,86,2024-09-30,2,1648,Marketplace
9094,3282,148,2024-07-23,1,1404,Online
9095,152,59,2024-09-12,3,6423,Marketplace
9096,2560,77,2024-05-16,2,2326,Retail
9097,2300,51,2024-04-24,1,1314,Retail
9098,3266,1,2025-01-02,2,656,Online
9099,1158,106,2024-03-05,2,2396,Retail
9100,3820,199,2024-12-19,1,43,Marketplace
9101,3536,65,2024-02-23,1,1813,Online
9102,2201,31,2025-02-03,2,1642,Retail
9103,1388,90,2025-01-05,1,1486,Marketplace
9104,1476,108,2024-09-24,1,919,Retail
9105,3378,162,2024-07-01,2,208,Retail
9106,4791,183,2024-03-13,2,88,Online
9107,4346,58,2024-10-27,3,2640,Marketplace
9108,4432,51,2024-09-16,2,2628,Marketplace
9109,4720,73,2025-04-04,2,3506,Online
9110,4793,149,2024-08-18,1,1561,Marketplace
9111,1559,199,2025-03-24,2,86,Retail
9112,4361,87,2024-01-22,1,1718,Online
9113,4433,141,2024-05-30,1,1452,Retail
9114,3364,159,2024-02-13,2,44,Retail
9115,2488,93,2024-05-10,2,3076,Online
9116,1840,25,2024-12-08,3,1035,Retail
9117,1900,177,2024-07-12,2,256,Retail
9118,304,28,2024-11-13,3,3024,Online
9119,2698,5,2024-08-12,3,1443,Marketplace
9120,3833,172,2024-11-04,1,146,Marketplace
9121,3215,33,2025-01-20,2,828,Online
9122,4331,140,2025-01-01,1,1380,Online
9123,2089,36,2024-04-02,3,1317,Retail
9124,132,139,2024-01-07,3,4491,Online
9125,4864,99,2024-03-25,2,4870,Retail
9126,4401,65,2025-04-24,2,3626,Marketplace
9127,1661,7,2024-05-31,1,1136,Marketplace
9128,643,161,2024-06-11,3,171,Online
9129,913,124,2025-01-21,1,1663,Marketplace
9130,3304,151,2025-01-11,2,142,Online
9131,4986,68,2024-07-28,3,7197,Online
9132,162,6,2024-07-12,1,1126,Marketplace
9133,4143,85,2025-03-29,2,3162,Retail
9134,4113,176,2024-12-12,2,82,Online
9135,2544,50,2024-03-07,3,2358,Retail
9136,3454,15,2024-07-03,2,1746,Retail
9137,4724,57,2024-04-21,1,1514,Retail
9138,2053,147,2024-12-25,2,3112,Retail
9139,2463,157,2025-01-04,1,125,Marketplace
9140,2759,11,2024-01-10,3,1926,Retail
9141,4705,34,2024-10-08,1,1151,Marketplace
9142,4318,137,2025-03-28,1,1228,Online
9143,2079,107,2024-07-12,3,1935,Marketplace
9144,186,93,2024-09-24,3,4614,Online
9145,2411,163,2024-11-06,2,150,Retail
9146,357,46,2024-03-11,2,1610,Retail
9147,3314,47,2025-02-10,3,2259,Marketplace
9148,1502,154,2024-12-17,1,88,Retail
9149,1827,161,2025-03-19,3,171,Online
9150,1650,107,2024-01-12,2,1290,Marketplace
9151,3820,124,2025-04-01,1,1663,Retail
9152,348,122,2025-02-11,1,1024,Marketplace
9153,4317,31,2024-12-22,3,2463,Marketplace
9154,3481,73,2025-04-28,3,5259,Online
9155,2941,190,2024-02-01,1,102,Retail
9156,1851,148,2025-04-11,3,4212,Online
9157,2612,8,2024-02-06,2,756,Online
9158,4324,75,2024-03-17,3,6972,Retail
9159,2061,96,2024-06-26,3,2583,Marketplace
9160,4162,12,2024-04-16,1,950,Online
9161,4589,111,2024-09-23,2,3132,Online
9162,4026,157,2025-01-20,2,250,Retail
9163,1186,134,2025-03-28,2,3532,Marketplace
9164,3751,108,2025-02-15,1,919,Marketplace
9165,4312,138,2025-03-08,1,984,Online
9166,1639,14,2024-10-31,1,427,Marketplace
9167,488,79,2024-11-28,3,4179,Retail
9168,3632,37,2024-09-17,1,764,Marketplace
9169,3658,182,2025-03-19,2,164,Marketplace
9170,5,30,2024-01-18,2,2162,Marketplace
9171,2611,162,2024-09-04,1,104,Retail
9172,3144,168,2024-12-31,3,129,Online
9173,1802,4,2024-07-19,3,1953,Marketplace
9174,1780,175,2024-07-18,1,106,Online
9175,1481,38,2025-05-12,2,642,Marketplace
9176,2301,19,2024-02-13,2,1642,Marketplace
9177,3560,148,2025-01-11,1,1404,Online
9178,2589,68,2024-08-11,1,2399,Marketplace
9179,528,99,2024-11-24,3,7305,Marketplace
9180,1281,176,2025-05-06,3,123,Retail
9181,1984,2,2024-08-01,2,1816,Marketplace
9182,2802,86,2024-02-08,3,2472,Marketplace
9183,1327,73,2024-12-22,3,5259,Marketplace
9184,2963,93,2025-01-16,3,4614,Marketplace
9185,1663,138,2024-01-31,2,1968,Marketplace
9186,2134,76,2025-03-21,1,1976,Marketplace
9187,656,160,2024-09-09,1,71,Retail
9188,705,196,2024-10-31,2,88,Marketplace
9189,211,129,2025-04-04,2,2028,Retail
9190,504,34,2025-02-26,1,1151,Retail
9191,1271,115,2024-06-16,3,2583,Marketplace
9192,4185,64,2025-02-08,3,2520,Online
9193,2704,156,2025-04-19,3,447,Retail
9194,3495,198,2025-02-28,3,72,Online
9195,4263,19,2024-05-07,2,1642,Retail
9196,3882,164,2024-09-01,3,72,Marketplace
9197,2691,153,2024-05-13,2,206,Online
9198,1839,133,2024-06-01,1,669,Marketplace
9199,2320,161,2024-06-25,1,57,Online
9200,3701,153,2024-05-19,1,103,Retail
9201,1047,129,2024-09-29,1,1014,Retail
9202,3426,107,2025-02-23,1,645,Marketplace
9203,3536,167,2025-05-08,3,144,Marketplace
9204,4671,190,2024-04-24,1,102,Retail
9205,3922,146,2024-07-04,2,3492,Marketplace
9206,3722,197,2024-07-08,1,88,Marketplace
9207,2118,188,2024-01-08,2,136,Online
9208,4786,119,2024-11-20,2,3206,Retail
9209,2022,193,2024-11-05,3,252,Marketplace
9210,2933,174,2024-06-17,2,62,Online
9211,2445,136,2024-11-17,2,1498,Online
9212,403,83,2025-03-14,1,872,Retail
9213,3589,176,2024-01-18,2,82,Marketplace
9214,2130,43,2024-09-10,2,2296,Marketplace
9215,4132,16,2025-03-24,2,1604,Retail
9216,1646,189,2024-11-08,3,69,Retail
9217,92,116,2024-02-04,3,2007,Retail
9218,3838,76,2024-07-16,3,5928,Retail
9219,1347,187,2025-03-03,3,297,Marketplace
9220,2233,26,2025-03-15,1,566,Online
9221,4426,24,2024-06-18,3,2667,Retail
9222,4256,38,2024-08-18,1,321,Online
9223,4242,146,2024-04-29,2,3492,Marketplace
9224,2184,85,2024-04-25,3,4743,Online
9225,4776,14,2024-11-13,1,427,Retail
9226,3819,132,2025-04-05,3,3354,Retail
9227,4499,167,2024-06-11,1,48,Marketplace
9228,1448,171,2025-02-15,2,116,Marketplace
9229,1277,176,2024-11-11,1,41,Marketplace
9230,61,17,2024-06-03,3,1710,Retail
9231,4224,149,2024-09-25,2,3122,Marketplace
9232,4571,53,2024-11-21,3,3090,Retail
9233,4418,130,2024-12-30,1,1786,Marketplace
9234,1634,175,2025-03-30,2,212,Marketplace
9235,1427,178,2024-09-06,3,357,Online
9236,3598,35,2025-02-16,2,1700,Marketplace
9237,913,146,2024-06-28,1,1746,Marketplace
9238,3737,141,2024-04-09,3,4356,Marketplace
9239,697,163,2024-06-23,3,225,Marketplace
9240,3307,89,2024-03-21,1,2395,Online
9241,4005,161,2024-04-18,3,171,Marketplace
9242,703,128,2024-04-30,2,3468,Retail
9243,4058,13,2024-04-11,3,3444,Online
9244,165,188,2024-12-23,2,136,Retail
9245,618,59,2024-10-18,1,2141,Retail
9246,3259,73,2024-08-05,1,1753,Marketplace
9247,986,153,2024-08-05,3,309,Online
9248,3254,180,2024-11-12,2,180,Retail
9249,4283,170,2025-01-05,3,129,Retail
9250,3536,142,2024-09-02,3,2514,Marketplace
9251,623,109,2024-09-14,1,1984,Online
9252,2557,134,2024-08-25,1,1766,Retail
9253,1486,86,2024-03-05,3,2472,Marketplace
9254,3317,190,2024-11-29,2,204,Retail
9255,3605,7,2024-01-22,2,2272,Retail
9256,840,91,2024-07-19,2,3200,Marketplace
9257,2193,7,2024-09-22,1,1136,Retail
9258,2944,55,2024-08-23,3,4974,Retail
9259,2736,83,2024-08-21,1,872,Retail
9260,1414,66,2024-04-08,2,4484,Marketplace
9261,4896,41,2024-09-14,1,692,Online
9262,1550,198,2024-05-29,1,24,Online
9263,3617,83,2024-05-02,1,872,Marketplace
9264,2207,97,2024-03-06,2,2596,Marketplace
9265,786,20,2025-05-08,2,1896,Online
9266,2578,81,2024-09-22,2,2306,Online
9267,543,22,2024-10-12,1,892,Online
9268,2730,101,2024-02-13,3,5982,Marketplace
9269,4946,32,2025-05-10,1,1192,Online
9270,214,173,2024-08-10,2,274,Marketplace
9271,3502,41,2025-05-14,2,1384,Retail
9272,1618,137,2025-02-27,3,3684,Online
9273,797,112,2025-02-10,1,540,Marketplace
9274,2562,188,2024-05-04,2,136,Retail
9275,1583,176,2024-07-23,1,41,Marketplace
9276,2858,47,2024-06-14,1,753,Online
9277,2956,27,2024-05-05,1,975,Online
9278,1433,176,2025-02-21,3,123,Retail
9279,271,126,2024-02-21,1,1123,Online
9280,2457,141,2024-12-23,2,2904,Marketplace
9281,2683,182,2025-01-28,2,164,Retail
9282,2394,90,2024-10-23,1,1486,Retail
9283,4959,109,2024-07-02,3,5952,Retail
9284,3861,115,2024-01-22,2,1722,Online
9285,3933,38,2024-01-01,1,321,Marketplace
9286,4366,32,2024-12-02,2,2384,Retail
9287,3029,28,2024-10-09,1,1008,Online
9288,337,132,2024-02-04,1,1118,Marketplace
9289,2702,1,2024-06-05,1,328,Marketplace
9290,1581,187,2025-02-06,2,198,Marketplace
9291,4181,103,2024-09-20,2,1636,Retail
9292,3580,182,2024-09-13,1,82,Marketplace
9293,3436,104,2024-11-19,1,1559,Marketplace
9294,2556,94,2025-01-03,3,5982,Marketplace
9295,4160,143,2025-03-24,3,1257,Online
9296,3308,73,2025-04-21,1,1753,Online
9297,3380,2,2025-03-16,1,908,Marketplace
9298,4625,152,2024-03-12,1,52,Retail
9299,3089,181,2025-02-24,1,131,Retail
9300,2251,189,2024-03-12,1,23,Retail
9301,1203,120,2024-11-11,2,1380,Retail
9302,626,184,2024-02-15,1,101,Retail
9303,2182,161,2024-08-16,1,57,Marketplace
9304,2796,76,2024-01-26,1,1976,Marketplace
9305,3960,67,2024-10-04,3,3720,Online
9306,4718,156,2024-10-23,1,149,Retail
9307,4118,195,2024-09-02,1,133,Online
9308,774,97,2024-03-11,1,1298,Online
9309,4192,106,2024-03-18,1,1198,Retail
9310,4140,73,2024-04-08,3,5259,Retail
9311,336,189,2024-02-23,3,69,Marketplace
9312,3011,174,2024-11-14,1,31,Marketplace
9313,4015,182,2024-08-06,2,164,Online
9314,4578,131,2025-01-20,2,3634,Online
9315,3181,48,2024-09-19,3,2472,Online
9316,313,6,2024-06-07,1,1126,Retail
9317,51,53,2025-03-18,1,1030,Marketplace
9318,2213,106,2025-03-21,3,3594,Marketplace
9319,139,152,2024-02-10,3,156,Retail
9320,971,164,2025-02-23,1,24,Marketplace
9321,1969,166,2024-08-01,1,123,Online
9322,4044,153,2024-05-14,2,206,Online
9323,839,99,2025-01-11,1,2435,Online
9324,2819,148,2024-05-16,1,1404,Retail
9325,1066,64,2024-10-22,2,1680,Online
9326,3883,86,2024-10-31,3,2472,Retail
9327,4886,47,2024-07-13,1,753,Retail
9328,387,181,2024-11-04,3,393,Online
9329,3108,120,2024-05-29,1,690,Online
9330,3411,147,2024-06-11,2,3112,Retail
9331,1056,21,2024-01-10,3,2292,Marketplace
9332,2480,24,2024-10-04,3,2667,Retail
9333,3260,195,2024-01-13,1,133,Retail
9334,611,127,2024-08-03,1,667,Retail
9335,880,56,2025-01-22,1,1916,Online
9336,1776,102,2025-01-14,2,1502,Marketplace
9337,3154,34,2024-05-29,1,1151,Online
9338,2453,82,2024-07-05,3,5676,Retail
9339,2186,160,2025-04-03,1,71,Retail
9340,1701,192,2024-03-05,2,204,Online
9341,4780,164,2024-07-30,1,24,Online
9342,3045,176,2024-04-10,1,41,Marketplace
9343,238,107,2024-07-02,1,645,Online
9344,2818,6,2025-05-09,1,1126,Marketplace
9345,1416,54,2025-04-19,3,3585,Marketplace
9346,4593,134,2024-10-06,3,5298,Retail
9347,4420,6,2024-01-09,3,3378,Marketplace
9348,4059,69,2024-01-23,3,6351,Marketplace
9349,2264,67,2024-10-09,2,2480,Retail
9350,2644,176,2024-07-01,2,82,Online
9351,3314,16,2024-10-18,3,2406,Retail
9352,1336,31,2025-01-02,1,821,Marketplace
9353,2728,75,2025-04-01,1,2324,Retail
9354,2370,29,2024-02-21,2,954,Online
9355,4635,91,2024-04-14,3,4800,Marketplace
9356,4644,195,2024-02-20,1,133,Retail
9357,1921,102,2024-09-19,1,751,Retail
9358,603,13,2024-12-21,3,3444,Marketplace
9359,4077,178,2024-08-13,2,238,Retail
9360,2952,50,2024-03-20,1,786,Online
9361,2722,169,2024-12-12,3,369,Retail
9362,4348,64,2025-03-24,2,1680,Retail
9363,2140,55,2024-12-21,1,1658,Online
9364,2134,38,2024-03-14,3,963,Retail
9365,268,126,2025-02-09,1,1123,Retail
9366,4351,174,2024-10-27,3,93,Online
9367,4423,127,2025-02-28,2,1334,Retail
9368,3966,93,2024-09-20,2,3076,Online
9369,4460,121,2024-01-24,3,5685,Online
9370,195,61,2024-04-19,2,1742,Marketplace
9371,1689,108,2025-01-19,2,1838,Online
9372,424,57,2024-07-07,1,1514,Retail
9373,3355,38,2024-10-17,3,963,Retail
